"country","year","corruption_index","homicide_rate","GDP","total_fisheries_per_ton","total_military","population","unemployment_rate","totalgr","industryofgdp"
"ARG",2000,3.5,NA,7708.10099605414,923584,102300,36870787,15,NA,0.259908360111364
"ARG",2001,3.5,8.3942211703,7208.3715665121,932421,101300,37275652,17.3199996948242,NA,0.252434339827333
"ARG",2002,2.8,9.4740840412,2593.40415042466,947642,101100,37681749,19.5900001525879,NA,0.305577370913046
"ARG",2003,2.5,7.7898824786,3349.8061244115,911847,102600,38087868,15.3599996566772,NA,0.326450990996503
"ARG",2004,2.5,6.0739941344,4277.72135064389,946694,102000,38491972,13.5220003128052,NA,0.28816922006834
"ARG",2005,2.8,5.6514136093,5109.85132522621,931994,102000,38892931,11.5059995651245,NA,0.286263140439084
"ARG",2006,2.9,5.3728853713,5919.01203707753,1174508,107000,39289878,10.0769996643066,NA,0.292032796652469
"ARG",2007,2.9,5.3900404903,7245.44831728945,988366,107000,39684295,8.47000026702881,NA,0.274152361334783
"ARG",2008,2.9,5.9156451949,9020.87309807194,997783,107000,40080160,7.83699989318848,NA,0.262724599395946
"ARG",2009,2.9,6.5262306799,8225.13717626412,864557,104340,40482788,8.64500045776367,NA,0.252842047993735
"ARG",2010,2.9,5.8294564636,10385.9644319555,814403.3,104340,40788453,7.71400022506714,NA,0.252587762576722
"ARG",2011,3,6.0768872165,12848.8641969705,796501.2,104350,41261490,7.17999982833862,NA,0.252126976058843
"ARG",2012,35,6.341726925,13082.664325572,741018.4,104350,41733271,7.21700000762939,NA,0.244290570649122
"ARG",2013,34,7.2803050637,13080.2547323367,874530.1,105650,42202935,7.09999990463257,NA,0.240058814423072
"ARG",2014,34,7.5707989313,12334.7982453893,833937.7,105650,42669500,7.26800012588501,NA,0.242773944936602
"ARG",2015,32,6.5861232774,13789.060424772,817962.7,105450,43131966,7.75,NA,0.23153056135905
"ARG",2016,36,6.0333095226,12790.2424732447,758899.5,105450,43590368,7.97700023651123,NA,0.220541072112108
"ARG",2017,39,5.2097151606,14591.8633810541,NA,105000,44044811,8.34700012207031,NA,0.218690650957909
"ARG",2018,40,5.3244787387,11683.9496216363,NA,NA,44494502,9.22000026702881,NA,0.229672773382624
"ARG",2019,45,NA,10006.1489736082,NA,NA,44938712,9.78899955749512,NA,0.231319172454862
"ARM",1993,NA,7.9688122099,357.203277745679,4100,21000,3363108,5.30000019073486,0.203611752630228,NA
"ARM",1994,NA,4.781244366,400.515238080735,2603,45000,3283667,6.59999990463257,0.27667388340951,NA
"ARM",1995,NA,3.6054528122,456.375048663809,1941,61000,3217348,6.69999980926514,0.198818204099139,NA
"ARM",1996,NA,3.5982429212,504.058559449916,1230,58400,3168221,9.30000019073486,0.176343637185822,NA
"ARM",1997,NA,3.1917463992,523.283068040748,1250,61000,3133089,10.8000001907349,0.19693262517157,NA
"ARM",1998,NA,2.9916128686,609.172437516102,1135,54400,3108687,9.39999961853027,0.206932283843686,NA
"ARM",1999,NA,2.9135453963,597.432514707894,2033,54400,3089022,11.1999998092651,0.227253393610169,NA
"ARM",2000,2.5,2.9645585398,622.742139063498,2026,42300,3069591,11.0539999008179,0.195861694494541,NA
"ARM",2001,NA,2.8845971037,694.42322774468,2197,43000,3050687,10.9329996109009,0.200785794468823,NA
"ARM",2002,NA,2.274243435,783.240698647042,1485,45600,3033978,10.8920001983643,0.222830594435107,NA
"ARM",2003,3,2.5182757234,930.127321851799,1633,45600,3017932,10.7829999923706,0.216591367933819,NA
"ARM",2004,3.1,2.7660074349,1191.91901957402,1031,49000,3000720,10.5979995727539,0.195688409025394,NA
"ARM",2005,2.9,1.9454848316,1643.7530293611,989,49000,2981269,10.3929996490479,0.205139463546868,NA
"ARM",2006,2.9,2.6704517221,2158.14369710179,1406,47000,2958307,10.0900001525879,0.21004506454734,NA
"ARM",2007,3,2.6256429842,3139.27749894333,4715,42000,2932618,9.8120002746582,0.227870211603922,NA
"ARM",2008,2.9,3.336067533,4010.85724255226,5701,42000,2907618,13.4750003814697,0.238082214431245,NA
"ARM",2009,2.7,3.3586164439,2994.34254448509,5859,55570,2888092,18.4360008239746,0.237164937482756,NA
"ARM",2010,2.6,1.9462596018,3218.37270660563,5617,55528,2877319,19.007999420166,0.242402048916172,NA
"ARM",2011,2.6,2.4682465299,3525.80474671153,7095,55544,2876538,18.443000793457,0.256003991719848,NA
"ARM",2012,34,2.2536273866,3681.8574560431,9711,49100,2884229,17.3010005950928,0.24220542505838,0.278270946139077
"ARM",2013,36,2.1742183944,3838.18580148382,15799,49100,2897584,16.1790008544922,0.245347603770657,0.267090481417071
"ARM",2014,37,2.4721853397,3986.23162376713,18720,49100,2912403,17.4979991912842,0.258980263735367,0.252705329463993
"ARM",2015,35,2.5636126292,3607.29669672271,23270,49100,2925553,18.2609996795654,0.250329650787263,0.257086994351611
"ARM",2016,33,2.9630669037,3591.82927553023,20139,49100,2936146,17.617000579834,0.248878209024505,0.255771330395605
"ARM",2017,35,2.3770803273,3914.5012684128,NA,49000,2944809,17.7049999237061,0.235164781465913,0.258095323791656
"ARM",2018,35,1.693915557,4220.49027671249,NA,NA,2951776,17.496000289917,0.234235290321011,0.247565578476257
"ARM",2019,42,NA,4622.73349328671,NA,NA,2957731,16.9899997711182,NA,0.242874002052175
"ASM",1993,NA,NA,NA,40,NA,51020,NA,NA,NA
"ASM",1994,NA,NA,NA,132,NA,52095,NA,NA,NA
"ASM",1995,NA,NA,NA,176,NA,53161,NA,NA,NA
"ASM",1996,NA,NA,NA,225,NA,54211,NA,NA,NA
"ASM",1997,NA,NA,NA,448,NA,55221,NA,NA,NA
"ASM",1998,NA,NA,NA,610,NA,56171,NA,NA,NA
"ASM",1999,NA,NA,NA,554,NA,57053,NA,NA,NA
"ASM",2000,NA,NA,NA,851,NA,57821,NA,NA,NA
"ASM",2001,NA,1.7095185996,NA,3677,NA,58494,NA,NA,NA
"ASM",2002,NA,11.848942905,8700.06770480704,6949,NA,59080,NA,NA,NA
"ASM",2003,NA,5.0424405412,8856.54745899435,5099,NA,59504,NA,NA,NA
"ASM",2004,NA,6.7019636754,8578.94472277609,4051,NA,59681,NA,NA,NA
"ASM",2005,NA,10.074382524,8444.98169974145,4029,NA,59562,NA,NA,NA
"ASM",2006,NA,6.7671589775,8391.56106721708,5367,NA,59107,NA,NA,NA
"ASM",2007,NA,1.7132968972,8909.44915617236,6537,NA,58365,NA,NA,NA
"ASM",2008,NA,5.2182988346,9792.66680581646,4442,NA,57492,NA,NA,NA
"ASM",2009,NA,3.5288928099,11961.2582255703,4962,NA,56683,NA,NA,NA
"ASM",2010,NA,8.9151986306,10271.2245225485,5328,NA,56079,NA,NA,NA
"ASM",2011,NA,8.967805578,10294.3022651052,4921,NA,55759,NA,NA,NA
"ASM",2012,NA,3.5926637806,11568.7930012395,6129,NA,55667,NA,NA,NA
"ASM",2013,NA,5.38435307,11505.3937142139,3293,NA,55713,NA,NA,NA
"ASM",2014,NA,5.3772113782,11507.2323493037,2599,NA,55791,NA,NA,NA
"ASM",2015,NA,7.1676880622,11843.3311832581,3177,NA,55812,NA,NA,NA
"ASM",2016,NA,5.3822278835,11696.9555623329,3067,NA,55741,NA,NA,NA
"ASM",2017,NA,NA,10823.4448040273,NA,NA,55620,NA,NA,NA
"ASM",2018,NA,NA,11466.6907058505,NA,NA,55465,NA,NA,NA
"ASM",2019,NA,NA,NA,NA,NA,55312,NA,NA,NA
"ASM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATG",1993,NA,6.0811529866,8136.16883983425,1046,NA,65777,NA,NA,0.127076371666748
"ATG",1994,NA,7.4403654708,8770.75163074508,1095,NA,67204,NA,NA,0.125255747882809
"ATG",1995,NA,10.193383038,8406.59299171022,1576,200,68670,NA,NA,0.126958832534142
"ATG",1996,NA,4.2749658003,9030.97529861385,1434,200,70173,NA,NA,0.122471885618887
"ATG",1997,NA,1.3945639896,9492.03825604026,1639,150,71704,NA,NA,0.125128219695176
"ATG",1998,NA,NA,9940.19163925206,1675,150,73224,NA,NA,0.126588038124517
"ATG",1999,NA,NA,10260.5850219076,1626,200,74674,NA,NA,0.135118183939371
"ATG",2000,NA,6.5783414685,10920.8426880891,1723,200,76016,NA,NA,0.138271139296111
"ATG",2001,NA,9.0659482982,10370.6711296076,1797,200,77212,NA,NA,0.128781391034139
"ATG",2002,NA,6.3858591535,10404.4362134662,2343,200,78295,NA,NA,0.130423248164301
"ATG",2003,NA,6.3042957471,10789.950959787,2541,200,79300,NA,NA,0.131952946460371
"ATG",2004,NA,4.9784061633,11446.6384702767,2473,170,80336,NA,NA,0.130557551351199
"ATG",2005,NA,3.6826986816,12547.6130399103,2948,170,81465,NA,NA,0.145297874048001
"ATG",2006,NA,13.298676177,13989.7156660433,3044,170,82704,NA,NA,0.184627448374311
"ATG",2007,NA,20.231110688,15607.0898690088,3042,170,84026,NA,NA,0.1775960835336
"ATG",2008,NA,18.736679392,16024.3455512142,3389,NA,85397,NA,0.230107298782138,0.191568132176677
"ATG",2009,NA,18.445292416,14113.0772600466,2416,170,86746,NA,0.204067570953101,0.19488010693505
"ATG",2010,NA,6.8158582301,13049.2570545735,2219,170,88028,NA,0.247563519187359,0.162041470390038
"ATG",2011,NA,NA,12746.2050243357,3059,180,89253,NA,0.227897692382813,0.145307687799923
"ATG",2012,NA,11.061090402,13272.4413293826,5961,180,90409,NA,0.226294223765432,0.142854938176341
"ATG",2013,NA,NA,12909.7441775006,4616,180,91516,NA,0.215839787460815,0.156822606280428
"ATG",2014,NA,NA,13501.5809223367,3127,180,92562,NA,0.230464821280379,0.161886387614543
"ATG",2015,NA,NA,14286.0931598293,3010,180,93566,NA,NA,0.164579794794781
"ATG",2016,NA,NA,15197.6174551735,3010,180,94527,NA,NA,0.179383723748189
"ATG",2017,NA,NA,15383.4151884998,NA,NA,95426,NA,NA,0.192206966499644
"ATG",2018,NA,NA,16726.9808079479,NA,NA,96286,NA,NA,0.211488887100298
"ATG",2019,NA,NA,17790.309306815,NA,NA,97118,NA,NA,0.2143645698239
"ATG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1993,NA,1.8917003267,17634.2563519674,266979,68000,17667000,10.8739995956421,0.344621435435474,0.269034033243871
"AUS",1994,NA,1.7979016914,18046.0202439789,239526,65000,17855000,9.7189998626709,0.342687634974467,0.268597144004277
"AUS",1995,8.8,1.978538086,20319.6306283956,250116,57100,18072000,8.4689998626709,0.353536642183032,0.265102604904897
