date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
1993-05-25,"NA",108.4,6.9833333,"NA",South China Sea,IDN,VNM,248.38090003650623,108.00513756600003,4.772365627000056,"NA",Mv Pina,"NA","NA",mappingpiracy
1993-06-02,"NA",122.1833,37.4333333,"NA",Port of Weihaiwei. East China Sea,CHN,CHN,1.284733748928213,122.19776451900009,37.43235911700009,"NA",Mv Sibirskiy-2114,"NA","NA",mappingpiracy
1993-06-03,"NA",101.45,1.6766667,"NA",Dumai Port. Straits of Malacca-Indonesia,IDN,IDN,4.422683576792091,101.42701256600003,1.7092959660000702,"NA",Mt Timur Endurance,"NA","NA",mappingpiracy
1993-06-09,"NA",101.9,2.25,"NA",Straits of Malacca-Malaysia,MYS,MYS,16.441095149646834,101.86524498800003,2.394517320000091,"NA",Mt Royal Arrow,"NA","NA",mappingpiracy
1993-06-09,"NA",124.6667,27.6166667,"NA",East China Sea,"NA","NA",190.63992530897474,124.5668237640001,25.89842357000009,"NA",Mv Soyuz 4,"NA","NA",mappingpiracy
1993-06-11,"NA",124.1667,22.75,"NA",East China Sea,JPN,JPN,169.7109434801409,123.87305748800009,24.258246161000045,"NA",Mt Dooyang Amber,"NA","NA",mappingpiracy
1993-06-11,"NA",123.5667,37.7,"NA",East China Sea,CHN,CHN,84.0370616377704,122.68824303500003,37.409816799000055,"NA",Mv Kap. Modest Ivanov,"NA","NA",mappingpiracy
1993-06-12,"NA",79.8432,6.95,"NA","Colombo Outer Road, Sri Lanka",LKA,LKA,1.4503777338162311,79.84815514400003,6.962144273000092,"NA",Mv Tiger Stream,"NA","NA",mappingpiracy
1993-06-13,"NA",123.3167,36.8166667,"NA",East China Sea,CHN,CHN,70.94400709739566,122.53272545700008,36.92593008000006,"NA",Gorets,"NA","NA",mappingpiracy
1993-06-15,"NA",122.9286,29.0791,"NA",150NM SE of Shanghai. East China Sea,CHN,CHN,93.28014703911194,121.99146569100003,29.25731028900009,"NA",Mv Kovdor,"NA","NA",mappingpiracy
1993-06-16,"NA",125.1539,29.2179,"NA",East China Sea,CHN,CHN,275.9887221976069,122.39519290500004,29.833319403000075,"NA",Mv Tokarevsk,"NA","NA",mappingpiracy
1993-06-17,"NA",127.5,29.7833333,"NA",East China Sea,JPN,KOR,196.39172107730238,129.527679884,29.902329820000034,"NA",Mv Elm,"NA","NA",mappingpiracy
1993-06-21,"NA",3.3667,6.2833333,"NA",Nigeria,NGA,NGA,12.766603093328762,3.326182488000086,6.391424872000073,"NA",Mt Dan Frigg,"NA","NA",mappingpiracy
1993-06-24,"NA",111.2333,20.4166667,"NA",Hong Kong - Luzon - Hainan,CHN,CHN,55.44484005537841,110.92066491000003,20.01203034100007,"NA",Mv Kapitan Betkher,"NA","NA",mappingpiracy
1993-06-25,"NA",-77.0667,3.8766667,"NA","Inner Anchorage, Buenaventura, Colombia",COL,COL,1.0088997260916364,-77.06859290299991,3.8677432310000768,"NA",Mv Crion,"NA","NA",mappingpiracy
1993-06-25,"NA",128.6167,35.0666667,"NA",East China Sea,KOR,KOR,0.7547466034766881,128.62476647200003,35.06818268400008,"NA",Gorets,"NA","NA",mappingpiracy
1993-06-26,"NA",110.5833,20.9666667,"NA",China,CHN,CHN,1.0401832077231845,110.58961022200003,20.959377346000053,"NA",Mv Pavel Rybin,"NA","NA",mappingpiracy
1993-06-26,"NA",106.5,5.25,"NA",South China Sea,IDN,IDN,170.43405856959174,107.93677819100003,4.703070380000042,"NA",Mv Far Trader,"NA","NA",mappingpiracy
1993-06-26,"NA",116.25,20.7666667,"NA",Hong Kong - Luzon - Hainan,CHN,TWN,221.8364662183939,115.57521894800004,22.66833597200008,"NA",Mv Kap. Leo. Borisenko,"NA","NA",mappingpiracy
1993-07-06,"NA",115.7,20.0333333,"NA",Hong Kong - Luzon - Hainan,CHN,TWN,265.89124541490787,114.30250084700003,22.044867255000042,"NA",Mv Khudozhnik,"NA","NA",mappingpiracy
1993-07-07,"NA",99.4333,4.1833333,"NA",Straits of Malacca-Indonesia,IDN,IDN,75.01162277392095,99.07391004800007,3.6089942860000406,"NA",Mv Faarabi,"NA","NA",mappingpiracy
1993-07-07,"NA",124.1333,35.3166667,"NA",East China Sea,KOR,KOR,135.7884716696468,125.40560957100001,34.68256256700005,"NA",Mv Valeriy Volkov,"NA","NA",mappingpiracy
1993-07-08,"NA",124.1667,35.3333333,"NA",East China Sea,KOR,KOR,134.16238929420538,125.41285241000003,34.69196198100008,"NA",Mv Evgenity Zuluz,"NA","NA",mappingpiracy
1993-07-14,"NA",115.2167,22.3,"NA",Hong Kong - Luzon - Hainan,CHN,CHN,42.12889506542827,114.91911854600005,22.56115516400007,"NA",Mv Ivan Skuridin,"NA","NA",mappingpiracy
1993-07-15,"NA",115.15,22.4,"NA",Hong Kong - Luzon - Hainan,CHN,CHN,29.71560230664439,114.91911854600005,22.56115516400007,"NA",Mv Ko Mal San,"NA","NA",mappingpiracy
1993-08-13,"NA",115.1,22.1333333,"NA",Hong Kong - Luzon - Hainan,CHN,CHN,50.451970509558194,114.8959664250001,22.547524404000058,"NA",Mv Hermes Hope,"NA","NA",mappingpiracy
1993-08-20,"NA",112.7467,-7.1885,"NA","Berlian barat, Surabaya, Indonesia",IDN,IDN,1.8521018314493476,112.74512780000009,-7.205173434999949,"NA",Mt Kitsa,"NA","NA",mappingpiracy
1993-08-28,"NA",115.4533,19.5783333,"NA",Hong Kong - Luzon - Hainan,CHN,TWN,298.1979648960454,114.30250084700003,22.044867255000042,"NA",Mv A.J. 1,"NA","NA",mappingpiracy
1993-09-02,"NA",98.6767,3.7766667,"NA","Berth 105, Belawan Port, Indonesia",IDN,IDN,4.815190418867126,98.71062259200005,3.8037783870000794,"NA",Mv Gold Future,"NA","NA",mappingpiracy
1993-09-09,"NA",13.965,-5.915,"NA",Angola,COD,AGO,86.69204428428031,13.184336785000085,-5.856215101999908,"NA",Mv Tilly,"NA","NA",mappingpiracy
1993-09-11,"NA",105,1,"NA",Indonesia,IDN,IDN,16.537216062949188,104.85230553500003,0.9837100280000755,"NA",Mv Kota Intan,"NA","NA",mappingpiracy
1993-09-21,"NA",120.1667,17.7166667,"NA",Hong Kong - Luzon - Hainan,PHL,PHL,20.239339075619277,120.35320071700005,17.678127346000053,"NA",Mv Inger Riis,"NA","NA",mappingpiracy
1993-09-27,"NA",98.6767,3.7766667,"NA","Berth 108-109, Belawan Port, Indonesia",IDN,IDN,4.815190418867126,98.71062259200005,3.8037783870000794,"NA",Mv Macknight,"NA","NA",mappingpiracy
1993-09-29,"NA",-46.33,-24.1483333,"NA","Outer Road, Santos, Brazil",BRA,BRA,14.297871528052504,-46.38630123599995,-24.030043226999908,"NA",Mv Sao Paulo,"NA","NA",mappingpiracy
1993-10-08,"NA",-46.33,-24.1483333,"NA","Outer Road, Santos, Brazil",BRA,BRA,14.297871528052504,-46.38630123599995,-24.030043226999908,"NA",Mv Betelgeuse,"NA","NA",mappingpiracy
1993-10-17,"NA",120.2867,18.28,"NA",Hong Kong - Luzon - Hainan,PHL,PHL,25.42184835095267,120.51807701900009,18.217718817000048,"NA",Mt BP Admiral,"NA","NA",mappingpiracy
1993-10-19,"NA",115.8667,-9.1666667,"NA",Indonesia,IDN,IDN,32.97812517265998,116.00953209700003,-8.904473565999922,"NA",Gullhaar,"NA","NA",mappingpiracy
1993-10-22,"NA",106.6667,8.2833333,"NA",Kampuchea,VNM,VNM,41.48872685365578,106.59929446700005,8.652411200000074,"NA",Mv Nordsino,"NA","NA",mappingpiracy
1993-10-26,"NA",-58.17,6.8216667,"NA","Georgetown, Guyana",GUY,GUY,0.6368436730517247,-58.165679490999935,6.817857164000088,"NA",Mv Cottica,"NA","NA",mappingpiracy
1993-10-28,"NA",98.5833,-4.7333333,"NA",Indonesia,IDN,IDN,256.57711241899557,100.33692467500003,-3.222588799999926,"NA",Mv Impala,"NA","NA",mappingpiracy
1993-11-02,"NA",90.8333,22.0833,"NA","Off Brul Reach, Gange River, India",BGD,BGD,6.097698599990736,90.77475019600007,22.075913804000038,"NA",LPG/C Polar Endurance,"NA","NA",mappingpiracy
1993-11-05,"NA",118.3667,19.8666667,"NA",Hong Kong - Luzon - Hainan,PHL,TWN,276.6421382030041,120.57016035200002,18.501776434000078,"NA",Mv Kayax,"NA","NA",mappingpiracy
1993-11-12,"NA",79.6487,6.9499,"NA","12NM off Colombo Port, Sri Lanka",LKA,LKA,22.08245375739589,79.84815514400003,6.962144273000092,"NA",Mv Lanka Asitha,"NA","NA",mappingpiracy
1993-12-04,"NA",120.1833,17.95,"NA",Hong Kong - Luzon - Hainan,PHL,PHL,26.175429831598077,120.42530358200008,17.902411200000074,"NA",Mv Alam Teladan,"NA","NA",mappingpiracy
1993-12-06,"NA",89.3333,1.8333333,"NA",Indian Ocean,IDN,"NA",715.2368128715636,95.69263756600003,2.7920596370000794,"NA",Mv Usguaua,"NA","NA",mappingpiracy
1993-12-09,"NA",98.6767,3.7766667,"NA","Belawan Port, Indonesia",IDN,IDN,4.815190418867126,98.71062259200005,3.8037783870000794,"NA",Mv Sea Laurel,"NA","NA",mappingpiracy
1994-01-02,"NA",116.1,22.0166667,Attempted,South China Sea,CHN,CHN,85.61923804711716,115.82595611500005,22.746643521000067,"NA",Francesia,"NA","NA",mappingpiracy
1994-01-05,"NA",112.0333,13.6333333,Hijacked,South China Sea,VNM,VNM,253.56016579787433,111.19654381600003,15.77537669500009,"NA",Jui Ho,"NA","NA",mappingpiracy
1994-01-09,"NA",103.4,1.1833333,Attempted,STM-INDO,IDN,IDN,5.975183862653206,103.38982181100005,1.1302757830000587,"NA",Joyama Maru,"NA","NA",mappingpiracy
1994-01-09,"NA",103.4833,1.3,Boarded,Indonesia,MYS,MYS,2.5660371001747166,103.50407962300005,1.289943752000056,"NA",Gyoko Maru,"NA","NA",mappingpiracy
1994-01-09,"NA",103.45,1.1666667,Boarded,STM-INDO,IDN,IDN,7.813492155606041,103.38982181100005,1.1302757830000587,"NA",Hellespont P,"NA","NA",mappingpiracy
1994-01-10,"NA",118.1167,18.5666667,Boarded,HLH Area,PHL,PHL,254.27419244965816,120.47006269600001,18.091009833000044,"NA",Peder Most,"NA","NA",mappingpiracy
1994-01-11,"NA",91.8267,22.2383333,Attempted,"Chittagong B, Bangladesh",BGD,BGD,0.831337699517829,91.83472741000003,22.237616278000075,"NA",Moon Bird,"NA","NA",mappingpiracy
1994-01-12,"NA",104.0833,1.2333333,Boarded,Singapore Straits,IDN,IDN,5.09846469072393,104.09058678500003,1.1878115910000702,"NA",Bophuthatbwana,"NA","NA",mappingpiracy
1994-01-16,"NA",123.9,28.5666667,Boarded,East China Sea,CHN,CHN,198.55810733845976,121.95834394600001,29.10187409100007,"NA",Lucie Schulte,"NA","NA",mappingpiracy
1994-01-16,"NA",107.0833,10.3,Boarded,Vietnam,VNM,VNM,2.599546048704744,107.08716881600003,10.323187567000048,"NA",Diyyinah,"NA","NA",mappingpiracy
1994-01-22,"NA",32.55,29.8166667,Boarded,"No.8 Suez Canal, Egypt",EGY,EGY,5.333366015066978,32.604502800000034,29.824164130000042,"NA",Landka Asitha,"NA","NA",mappingpiracy
1994-01-25,"NA",103.3167,1.25,Boarded,STM-INDO,IDN,IDN,14.259153490452237,103.36646569100003,1.1311709660000702,"NA",Aries Has,"NA","NA",mappingpiracy
1994-01-25,"NA",119.9667,17.6833333,Boarded,HLH Area,PHL,PHL,41.00942031825957,120.35320071700005,17.678127346000053,"NA",Hans Oldendorff,"NA","NA",mappingpiracy
1994-01-26,"NA",-76.7533,17.7366667,"NA","Off Kingston, Jamaica, Carribean",JAM,JAM,21.29551630257899,-76.61314856699994,17.87449778900009,"NA",Victoria Faith,"NA","NA",mappingpiracy
1994-01-27,"NA",122.9286,29.0791,"NA",East China Sea,CHN,CHN,93.28014703911194,121.99146569100003,29.25731028900009,"NA",Nanshin Maru,"NA","NA",mappingpiracy
1994-01-27,"NA",121.4,20,Hijacked,HLH Area,PHL,PHL,56.02019795775255,121.85084069100003,20.27342357000009,"NA",Alicia Star,"NA","NA",mappingpiracy
1994-01-30,"NA",110.7667,14.9,Boarded,HLH Area,VNM,VNM,107.2577829609345,111.19410241000003,15.77610911700009,"NA",Kota Mulia,"NA","NA",mappingpiracy
1994-02-10,"NA",43.1667,11.6666667,Hijacked,Somalia,DJI,DJI,6.2852669352075505,43.15186608200008,11.611761786000045,"NA",MV Castor,"NA","NA",mappingpiracy
1994-02-16,"NA",112.0333,13.6333333,"NA",HLH Area,VNM,VNM,253.56016579787433,111.19654381600003,15.77537669500009,"NA",Vlaherna,"NA","NA",mappingpiracy
1994-02-16,"NA",121.5933,15.0133333,Boarded,"Manila Port, Philippines",PHL,PHL,4.431694785091737,121.56006920700008,14.989650783000059,"NA",Nord Light,"NA","NA",mappingpiracy
1994-02-21,"NA",112.9,12.2833333,Attempted,South China Sea,CHN,CHN,202.7920642345014,114.27222741000003,11.045843817000048,"NA",Rita Del Mar,"NA","NA",mappingpiracy
1994-02-27,"NA",121.6433,22.9833333,Boarded,HLH Area,TWN,TWN,30.30157039998911,121.38160241000003,23.110663153000075,"NA",Keumgang Glory,"NA","NA",mappingpiracy
1994-03-08,"NA",116.95,-1.3666667,Boarded,Indonesia,IDN,IDN,14.040816112378497,116.95769290500004,-1.2399227839999298,"NA",Timur Endurance,"NA","NA",mappingpiracy
1994-03-12,"NA",106.3333,8.4666667,Attempted,Kampuchea,VNM,VNM,34.11642830055747,106.57837975400003,8.655462958000044,"NA",Santa Esmeralda,"NA","NA",mappingpiracy
1994-03-14,"NA",-17.4247,14.676,Boarded,"Dakar Roads, Senegal",SEN,SEN,0.26103393437507955,-17.42682857999995,14.67487213700008,"NA",Peder Most,"NA","NA",mappingpiracy
1994-03-15,"NA",79.7583,6.945,Boarded,Sri Lanka,LKA,LKA,10.108937045723222,79.84815514400003,6.962144273000092,"NA",California Zeus,"NA","NA",mappingpiracy
1994-03-20,"NA",114.1945,22.555,Hijacked,"TCS No.2 Buoy, Hong Kong (Coded as Hong Kong Port)",CHN,CHN,2.773186400417122,114.20997155000009,22.534491278000075,"NA",Tequila,"NA","NA",mappingpiracy
1994-03-25,"NA",116.1167,22.6166667,Attempted,East China Sea,CHN,CHN,23.270887597516232,116.09568990500009,22.825900457000046,"NA",Khudozhnik N. Rer,"NA","NA",mappingpiracy
1994-03-26,"NA",121.6433,25.9833333,Attempted,East China Sea,TWN,TWN,77.79337613307156,121.53972415500004,25.28742096600007,"NA",Nordsung,"NA","NA",mappingpiracy
1994-03-26,"NA",114.2667,22.1166667,Boarded,East China Sea,CHN,CHN,6.397482952351344,114.29859459700003,22.06712474200009,"NA",Shun Ping,"NA","NA",mappingpiracy
1994-04-19,"NA",110.4717,13.3883333,Boarded,South China Sea,VNM,VNM,121.13588875299838,109.46501712300005,12.913316148000092,"NA",Kota Indah,"NA","NA",mappingpiracy
1994-04-23,"NA",121.22,19.6041667,Attempted,Philippines,PHL,PHL,28.758484180111818,121.35084069100003,19.375921942000048,"NA",Forum Wind,"NA","NA",mappingpiracy
1994-04-25,"NA",106.9025,-6.0976667,Boarded,"Tanjung Priok Roads, Indonesia",IDN,IDN,7.190381219222667,106.83773847700007,-6.102715752999927,"NA",Ikan Beliak,"NA","NA",mappingpiracy
1994-05-03,"NA",107.3,18.75,Hijacked,Gulf of Tonkin,VNM,CHN,114.72494474678265,106.43482506600003,18.123521226000037,"NA",M63807A,"NA","NA",mappingpiracy
1994-05-08,"NA",98.7007,3.7836667,Boarded,"Belawan Roads, Indonesia",IDN,IDN,2.482068608101189,98.71062259200005,3.8037783870000794,"NA",Bangkok Navee,"NA","NA",mappingpiracy
1994-05-16,"NA",-48.4877,-24.637,Boarded,"Santos Roads, Brazil",BRA,BRA,62.48681318503865,-48.05158443899995,-25.03679778399993,"NA",Alaska,"NA","NA",mappingpiracy
1994-05-17,"NA",98.7007,3.7836667,Boarded,"Outer Anchorage, Dar Es Salaam, Tanzania",IDN,IDN,2.482068608101189,98.71062259200005,3.8037783870000794,"NA",Finnwood,"NA","NA",mappingpiracy
1994-05-22,"NA",119.95,17.6,Attempted,HLH Area,PHL,PHL,41.03025732488796,120.33383222700002,17.556382554000038,"NA",Timber Trader XII,"NA","NA",mappingpiracy
1994-05-24,"NA",98.7007,3.7836667,Boarded,"Belawan, Indonesia",IDN,IDN,2.482068608101189,98.71062259200005,3.8037783870000794,"NA",Nordstar,"NA","NA",mappingpiracy
